Lat,Long,Municipio,AreaKm2,Desmatado2001,Incremento20002001,Floresta2001,NaoObservado2001,NaoFloresta2001,Hidrografia2001,Fronteiras,MaiorQueAMédia
-6.83379,-60.23604,Novo Aripuana,41452,550.3,15.6,38511.0,27.9,1620.2,742.6,"['Manicore', 'Apui', 'Borba']",True
-1.51628,-61.51599,Novo Airao,38114,103.1,23.4,36439.6,0.7,211.9,1358.7,"['Barcelos', 'Codajas', 'Caapiranga', 'Manacapuru', 'Manaus', 'Presidente Figueiredo']",False
-4.02487,-58.58633,Nova Olinda do Norte,5625,367.6,8.4,4545.1,0.3,281.0,431.0,"['Borba', 'Maues', 'Autazes', 'Itacoatiara']",False
-1.08094,-58.4439,Nhamunda,14132,431.4,9.7,12246.5,1.9,344.4,1107.8,"['Urucura', 'Urucurituba', 'Parintins', 'Maues']",False
-5.24148,-58.19462,Maues,40090,1151.4,22.4,36769.2,2.2,872.3,1294.9,"['Apui', 'Borba', 'Itacoatiara', 'Boa Vista do Ramos', 'Barreirinha', 'Nova Olinda do Norte']",True
-2.61234,-64.70305,Maraa,17221,86.6,11.7,14677.7,5.4,604.6,1846.7,"['Fonte boa', 'Japura', 'Santa Izabel do Rio Negro', 'Barcelos', 'Codajas', 'Coari', 'Tefe', 'Uarini']",False
-6.78709,-61.11001,Manicore,48689,1041.7,35.0,42656.6,17.4,4146.5,826.8,"['Humaita', 'Tapaua', 'Beruri', 'Borba', 'Novo Aripuana']",True
-2.5729,-60.37242,Manaus,11473,1170.0,73.4,8752.0,0.2,3.0,1547.8,"['Manacapuru', 'Itacoatiara', 'Careiro', 'Careiro da Varzea', 'Iranduba', 'Manacapuru', 'Novo Airao', 'Presidente Figueiredo', 'Rio Preto da Eva']",True
-3.73889,-60.65552,Manaquiri,4001,473.2,19.7,3134.4,0.0,106.3,287.1,"['Manacapuru', 'Borba', 'Beruri', 'Iranduba', 'Manaus', 'Careiro']",True
-3.27671,-60.71178,Manacapuru,7381,693.7,60.4,4458.6,0.1,805.6,1423.0,"['Novo Airao', 'Caapiranga', 'Anama', 'Anori', 'Beruri', 'Manaquiri', 'Iranduba', 'Manaus']",True
-8.38295,-65.70994,Labrea,69672,1480.6,183.4,65942.6,9.6,1793.3,445.9,"['Boca do Acre', 'Pauini', 'Itamarati', 'Tapaua', 'Canutama']",True
-4.50575,-68.24058,Jutai,71756,188.5,13.3,70301.5,6.9,97.6,1161.5,"['Itamarati', 'Eirunepe', 'Benjamin Constant', 'Sao Paulo de Olivença', 'Amatur', 'Santo Antonio do Iça', 'Tonantins', 'Fonte Boa', 'Jurua', 'Carauari']",False
-3.37471,-66.45025,Jurua,19849,118.4,3.5,18846.4,8.9,142.1,733.2,"['Carauari', 'Jutai', 'Fonte Boa', 'Uarini', 'Alvaraes', 'Tefe']",False
-1.38598,-68.79404,Japura,57555,45.3,1.8,55886.7,98.3,2.6,1520.2,"['Santo Antonio de Iça', ' Tonantins', 'Fonte Boa', 'Manaa', 'Santa Isabel do Rio Negro', ' Sao Gabriel de Cachoeira']",False
-2.54458,-58.65656,Itapiranga,4245,121.2,8.7,3795.8,0.0,155.6,172.4,"['Presidente Figueiredo', 'Sao Sebastiao do Uatuma', 'Urucura', 'Urucurituba', 'Silves', 'Rio Preto de Eva', 'Itacoatiara']",False
-6.72683,-67.90389,Itamarati,26042,103.9,5.5,25644.8,1.5,3.3,288.5,"['Envira', 'Eirunepe', 'Jutai', 'Carauari', 'Tapua', 'Labrea', 'Pauini']",False
-3.13511,-58.81276,Itacoatiara,8927,1524.5,76.1,4907.1,0.5,829.3,1665.6,"['Autazes', 'Careiro da Varzea', 'Maues', 'Rio Preto da Eva', 'Nova Olinda do Norte', 'Manaus', 'Silves', 'Itapiranga', 'Urucurituba', 'Boa Vista do Ramos']",True
-3.08591,-60.66479,Iranduba,2229,424.7,82.6,1367.6,0.0,132.9,303.8,"['Novo Airao', 'Careiro', 'Careiro da Varzea', 'Manacapuru', 'Manaquiri', 'Manaus']",False
-7.14334,-71.42004,Ipixuna,12595,153.5,3.8,12304.1,0.6,66.6,70.2,"['Eirunepe', 'Benjamin Constant', 'Atalaia do Norte', 'Guajara']",False
-7.51084,-62.5992,Humaita,33428,573.7,39.1,28951.7,2.1,3116.3,784.2,"['Canutama', 'Tapaua', 'Manicore']",True
-7.25158,-72.74345,Guajara,7984,340.3,10.4,7429.6,0.0,206.9,7.2,"['Atalaia do Norte', 'Ipixuna']",False
-2.54594,-66.9133,Fonte Boa,12392,76.7,0.7,11346.6,2.1,154.1,812.5,"['Jutai', 'Jurua', 'Tonantins', 'Japura', 'Manaa', 'Uarini']",False
-7.61678,-70.19515,Envira,7793,154.7,15.8,7570.1,5.3,0.1,62.8,"['Pauini', 'Itamarati', 'Eirunepe']",False
-7.04074,-70.12601,Eirunepe,15608,323.1,35.9,14925.8,5.3,172.1,181.7,"['Benjamin Constant', 'Ipixuna', 'Envira', 'Itamarati', 'Jutai', 'Pauini']",False
-3.12907,-63.20401,Codajas,18944,241.7,6.0,16529.8,2.5,729.2,1440.8,"['Anama', 'Anori', 'Coari', 'Manaa', 'Barcelos', 'Novo Airao', 'Caapiranga']",False
-4.03545,-63.53466,Coari,58828,727.0,15.9,54514.7,1.4,823.1,2761.8,"['Manaa', 'Codajas', 'Tefe', 'Tapua', 'Anori', 'Barcelos']",True
-3.30477,-59.55597,Careiro da Varzea,2641,379.1,10.7,925.9,0.2,707.8,628.0,"['Iranduba', 'Careiro', 'Manaus', 'Itacoatiara', 'Autazes']",False
-3.749,-60.14701,Careiro,6127,1001.9,37.5,4721.0,6.5,80.7,316.9,"['Iranduba', 'Manacapuru', 'Manaquiri', 'Borba', 'Autazes', 'Careiro da Varzea', 'Manaus']",True
-5.17242,-67.49476,Carauari,26469,268.1,9.9,25781.2,7.1,12.7,399.9,"['Tefe', 'Alvaraes', 'Jurua', 'Jutai', 'Itamarati', 'Tapua']",False
-7.45596,-63.90278,Canutama,30278,478.9,27.8,28508.5,5.5,988.3,296.8,"['Labrea', 'Tapaua', 'Humaita']",True
-3.0546,-61.93934,Caapiranga,9550,212.2,9.1,8728.2,0.1,181.9,427.6,"['Anama', 'Manacapuru', 'Novo Airao', 'Codajas']",False
-5.33176,-59.23777,Borba,44452,468.7,3.6,41545.1,13.0,586.5,1838.7,"['Maues', 'Nova Olinda do Norte', 'Autazes', 'Careiro', 'Manaquiri', 'Beruri', 'Manicore', 'Novo Aripuana', 'Apui']",True
-8.81858,-68.00168,Boca do Acre,22595,1264.7,54.9,21146.0,1.9,58.4,124.0,"['Pauini', 'Labrea']",True
-3.15669,-57.90464,Boa Vista do Ramos,2588,190.5,7.7,1139.0,0.0,852.8,405.7,"['Maues', 'Barreirinha', 'Urucurituba', 'Itacoatiara']",False
-4.54242,-61.73805,Beruri,17411,189.4,7.8,15760.5,2.2,886.1,572.8,"['Manicore', 'Tapua', 'Anori', 'Anama', 'Manacapuru', 'Manaquiri']",False
-5.49767,-70.32124,Benjamin Constant,9146,176.8,0.9,8747.8,16.6,0.0,204.8,"['Atalaia do Norte', 'Ipixuna', 'Eirunepe', 'Jutai', 'Sao Paulo de Olivença', 'Tabatinga']",False
-3.13292,-57.23915,Barreirinha,5760,717.5,18.3,3677.8,0.0,408.6,956.1,"['Maues', 'Boa Vista do Ramos', 'Urucurituba', 'Parintins']",True
-0.14071,-63.18572,Barcelos,124163,178.1,32.0,102159.8,55.6,17060.1,4499.9,"['Santa Isabel do Rio Negro', 'Novo Airao', 'Manaa', 'Codajas', 'Coari']",False
-3.83163,-59.45109,Autazes,7636,1009.6,29.0,5146.1,0.1,464.3,1015.9,"['Manaus', 'Careiro', 'Careiro da Varzea', 'Borba', 'Itacoatiara', 'Nova Olinda do Norte']",True
-5.67098,-71.72825,Atalaia do Norte,80005,197.8,1.7,79080.8,314.0,16.5,395.9,"['Benjamim Constant', 'Guajara', 'Ipixuna']",False
-7.59202,-59.44152,Apui,54490,1013.0,57.2,52632.6,15.2,625.0,204.2,"['Novo Aripuana', 'Borba', 'Maues']",True
-4.15477,-62.08065,Anori,5852,70.7,1.2,4705.7,0.3,640.6,434.7,"['Beruri', 'Tapua', 'Coari', 'Codajas', 'Anama']",False
-3.47332,-61.6709,Anama,2473,188.2,11.3,2031.2,0.0,34.6,219.0,"['Manacapuru', 'Beruri', ' Anori', 'Codajas', 'Caapiranga']",False
-3.42104,-68.34925,Amatura,4903,108.3,3.0,4358.7,0.0,222.4,213.6,"['Sao Paulo de OLivença', 'Jutai', 'Santo Antonio do Iça']",False
-3.67425,-65.34586,Alvaraes,6027,263.2,4.9,5598.2,0.0,38.0,127.6,"['Tefe', 'Carauari', 'Jurua', 'Uarini']",False
