Lat,Long,Municipio,AreaKm2,Desmatado2002,Incremento20012002,Floresta2002,NaoObservado2002,NaoFloresta2002,Hidrografia2002,Fronteiras,MaiorQueAMédia
-0.65847,-60.17004,Presidente Figueiredo,25568,596.2,12.8,21543.5,5.4,1.1,3421.8,"['Rio Preto de Eva', 'Manaus', 'Novo Airao', 'Itapiranga', 'Sao Sebastiao do Uatuma', 'Urucua']",True
-7.76452,-68.19675,Pauini,42877,167.1,10.0,42422.1,2.3,23.7,261.8,"['Boca do Acre', 'Envira', 'Itamarati', 'Eirunepe', 'Tapaua', 'Labrea']",False
-2.78735,-56.68566,Parintins,5958,912.6,8.3,1631.0,0.0,1133.2,2281.2,"['Nhamunda', 'Urucurituba', 'Barreirinha']",True
-6.83379,-60.23604,Novo Aripuana,41452,565.1,14.9,38496.2,27.9,1620.2,742.6,"['Manicore', 'Apui', 'Borba']",True
-1.51628,-61.51599,Novo Airao,38114,103.8,0.7,36438.7,0.7,211.9,1358.7,"['Barcelos', 'Codajas', 'Caapiranga', 'Manacapuru', 'Manaus', 'Presidente Figueiredo']",False
-4.02487,-58.58633,Nova Olinda do Norte,5625,377.4,9.8,4535.3,0.3,281.0,431.0,"['Borba', 'Maues', 'Autazes', 'Itacoatiara']",False
-1.08094,-58.4439,Nhamunda,14132,435.2,3.7,12242.7,1.9,344.4,1107.8,"['Urucura', 'Urucurituba', 'Parintins', 'Maues']",False
-5.24148,-58.19462,Maues,40090,1178.8,27.4,36741.8,2.2,872.3,1294.9,"['Apui', 'Borba', 'Itacoatiara', 'Boa Vista do Ramos', 'Barreirinha', 'Nova Olinda do Norte']",True
-2.61234,-64.70305,Maraa,17221,87.9,1.3,14676.2,5.4,604.6,1846.7,"['Fonte boa', 'Japura', 'Santa Izabel do Rio Negro', 'Barcelos', 'Codajas', 'Coari', 'Tefe', 'Uarini']",False
-6.78709,-61.11001,Manicore,48689,1062.1,20.4,42636.2,17.4,4146.5,826.8,"['Humaita', 'Tapaua', 'Beruri', 'Borba', 'Novo Aripuana']",True
-2.5729,-60.37242,Manaus,11473,1187.5,17.5,8734.5,0.2,3.0,1547.8,"['Manacapuru', 'Itacoatiara', 'Careiro', 'Careiro da Varzea', 'Iranduba', 'Manacapuru', 'Novo Airao', 'Presidente Figueiredo', 'Rio Preto da Eva']",True
-3.73889,-60.65552,Manaquiri,4001,475.2,2.0,3132.4,0.0,106.3,287.1,"['Manacapuru', 'Borba', 'Beruri', 'Iranduba', 'Manaus', 'Careiro']",True
-3.27671,-60.71178,Manacapuru,7381,702.8,9.1,4449.5,0.1,805.6,1423.0,"['Novo Airao', 'Caapiranga', 'Anama', 'Anori', 'Beruri', 'Manaquiri', 'Iranduba', 'Manaus']",True
-8.38295,-65.70994,Labrea,69672,1692.4,211.8,65730.8,9.6,1793.3,445.9,"['Boca do Acre', 'Pauini', 'Itamarati', 'Tapaua', 'Canutama']",True
-4.50575,-68.24058,Jutai,71756,197.8,9.3,70292.2,6.9,97.6,1161.5,"['Itamarati', 'Eirunepe', 'Benjamin Constant', 'Sao Paulo de Olivença', 'Amatur', 'Santo Antonio do Iça', 'Tonantins', 'Fonte Boa', 'Jurua', 'Carauari']",False
-3.37471,-66.45025,Jurua,19849,126.9,8.5,18837.9,8.9,142.1,733.2,"['Carauari', 'Jutai', 'Fonte Boa', 'Uarini', 'Alvaraes', 'Tefe']",False
-1.38598,-68.79404,Japura,57555,46.2,0.9,55886.8,98.3,2.6,1520.2,"['Santo Antonio de Iça', ' Tonantins', 'Fonte Boa', 'Manaa', 'Santa Isabel do Rio Negro', ' Sao Gabriel de Cachoeira']",False
-2.54458,-58.65656,Itapiranga,4245,125.9,4.7,3791.1,0.0,155.6,172.4,"['Presidente Figueiredo', 'Sao Sebastiao do Uatuma', 'Urucura', 'Urucurituba', 'Silves', 'Rio Preto de Eva', 'Itacoatiara']",False
-6.72683,-67.90389,Itamarati,26042,109.4,5.5,25639.3,1.5,3.3,288.5,"['Envira', 'Eirunepe', 'Jutai', 'Carauari', 'Tapua', 'Labrea', 'Pauini']",False
-3.13511,-58.81276,Itacoatiara,8927,1580.6,56.1,4851.0,0.5,829.3,1665.6,"['Autazes', 'Careiro da Varzea', 'Maues', 'Rio Preto da Eva', 'Nova Olinda do Norte', 'Manaus', 'Silves', 'Itapiranga', 'Urucurituba', 'Boa Vista do Ramos']",True
-3.08591,-60.66479,Iranduba,2229,432.0,7.3,1360.3,0.0,132.9,303.8,"['Novo Airao', 'Careiro', 'Careiro da Varzea', 'Manacapuru', 'Manaquiri', 'Manaus']",False
-7.14334,-71.42004,Ipixuna,12595,159.6,6.2,12298.0,0.6,66.6,70.2,"['Eirunepe', 'Benjamin Constant', 'Atalaia do Norte', 'Guajara']",False
-7.51084,-62.5992,Humaita,33428,581.4,7.6,28944.0,2.1,3116.3,784.2,"['Canutama', 'Tapaua', 'Manicore']",True
-7.25158,-72.74345,Guajara,7984,369.5,29.2,7400.4,0.0,206.9,7.2,"['Atalaia do Norte', 'Ipixuna']",False
-2.54594,-66.9133,Fonte Boa,12392,79.5,2.8,11343.8,2.1,154.1,812.5,"['Jutai', 'Jurua', 'Tonantins', 'Japura', 'Manaa', 'Uarini']",False
-7.61678,-70.19515,Envira,7793,162.9,8.2,7561.9,5.3,0.1,62.8,"['Pauini', 'Itamarati', 'Eirunepe']",False
-7.04074,-70.12601,Eirunepe,15608,331.4,8.4,14917.5,5.3,172.1,181.7,"['Benjamin Constant', 'Ipixuna', 'Envira', 'Itamarati', 'Jutai', 'Pauini']",False
-3.12907,-63.20401,Codajas,18944,245.3,3.6,16526.2,2.5,729.2,1440.8,"['Anama', 'Anori', 'Coari', 'Manaa', 'Barcelos', 'Novo Airao', 'Caapiranga']",False
-4.03545,-63.53466,Coari,58828,733.2,6.2,54508.5,1.4,823.1,2761.8,"['Manaa', 'Codajas', 'Tefe', 'Tapua', 'Anori', 'Barcelos']",True
-3.30477,-59.55597,Careiro da Varzea,2641,432.3,53.2,872.7,0.2,707.8,628.0,"['Iranduba', 'Careiro', 'Manaus', 'Itacoatiara', 'Autazes']",False
-3.749,-60.14701,Careiro,6127,1030.0,28.1,4692.9,6.5,80.7,316.9,"['Iranduba', 'Manacapuru', 'Manaquiri', 'Borba', 'Autazes', 'Careiro da Varzea', 'Manaus']",True
-5.17242,-67.49476,Carauari,26469,277.2,9.2,25772.1,7.1,12.7,399.9,"['Tefe', 'Alvaraes', 'Jurua', 'Jutai', 'Itamarati', 'Tapua']",False
-7.45596,-63.90278,Canutama,30278,503.6,24.6,28483.8,5.5,988.3,296.8,"['Labrea', 'Tapaua', 'Humaita']",True
-3.0546,-61.93934,Caapiranga,9550,217.2,5.0,8723.2,0.1,181.9,427.6,"['Anama', 'Manacapuru', 'Novo Airao', 'Codajas']",False
-5.33176,-59.23777,Borba,44452,472.1,3.3,41541.7,13.0,586.5,1838.7,"['Maues', 'Nova Olinda do Norte', 'Autazes', 'Careiro', 'Manaquiri', 'Beruri', 'Manicore', 'Novo Aripuana', 'Apui']",True
-8.81858,-68.00168,Boca do Acre,22595,1379.3,114.5,21031.4,1.9,58.4,124.0,"['Pauini', 'Labrea']",True
-3.15669,-57.90464,Boa Vista do Ramos,2588,190.5,0.0,1139.0,0.0,852.8,405.7,"['Maues', 'Barreirinha', 'Urucurituba', 'Itacoatiara']",False
-4.54242,-61.73805,Beruri,17411,191.7,2.3,15758.2,2.2,886.1,572.8,"['Manicore', 'Tapua', 'Anori', 'Anama', 'Manacapuru', 'Manaquiri']",False
-5.49767,-70.32124,Benjamin Constant,9146,178.0,1.2,8746.6,16.6,0.0,204.8,"['Atalaia do Norte', 'Ipixuna', 'Eirunepe', 'Jutai', 'Sao Paulo de Olivença', 'Tabatinga']",False
-3.13292,-57.23915,Barreirinha,5760,718.5,1.1,3676.8,0.0,408.6,956.1,"['Maues', 'Boa Vista do Ramos', 'Urucurituba', 'Parintins']",True
-0.14071,-63.18572,Barcelos,124163,180.3,2.2,102205.1,55.6,17060.1,4499.9,"['Santa Isabel do Rio Negro', 'Novo Airao', 'Manaa', 'Codajas', 'Coari']",False
-3.83163,-59.45109,Autazes,7636,1053.3,43.8,5102.4,0.1,464.3,1015.9,"['Manaus', 'Careiro', 'Careiro da Varzea', 'Borba', 'Itacoatiara', 'Nova Olinda do Norte']",True
-5.67098,-71.72825,Atalaia do Norte,80005,217.7,19.9,79060.9,314.0,16.5,395.9,"['Benjamim Constant', 'Guajara', 'Ipixuna']",False
-7.59202,-59.44152,Apui,54490,1046.0,32.9,52599.6,15.2,625.0,204.2,"['Novo Aripuana', 'Borba', 'Maues']",True
-4.15477,-62.08065,Anori,5852,72.1,1.4,4704.3,0.3,640.6,434.7,"['Beruri', 'Tapua', 'Coari', 'Codajas', 'Anama']",False
-3.47332,-61.6709,Anama,2473,189.6,1.3,2029.8,0.0,34.6,219.0,"['Manacapuru', 'Beruri', ' Anori', 'Codajas', 'Caapiranga']",False
-3.42104,-68.34925,Amatura,4903,108.3,0.0,4358.7,0.0,222.4,213.6,"['Sao Paulo de OLivença', 'Jutai', 'Santo Antonio do Iça']",False
-3.67425,-65.34586,Alvaraes,6027,279.7,16.5,5581.7,0.0,38.0,127.6,"['Tefe', 'Carauari', 'Jurua', 'Uarini']",False
