Lat,Long,Municipio,AreaKm2,Desmatado2001,Incremento20002001,Fronteiras,MaiorQueAMédia
-2.54458,-58.65656,Itapiranga,4245,121.2,8.7,"['Presidente Figueiredo', 'Sao Sebastiao do Uatuma', 'Urucara', 'Urucurituba', 'Silves', 'Rio Preto da Eva', 'Itacoatiara']",False
-6.72683,-67.90389,Itamarati,26042,103.9,5.5,"['Envira', 'Eirunepe', 'Jutai', 'Carauari', 'Tapaua', 'Labrea', 'Pauini']",False
-3.13511,-58.81276,Itacoatiara,8927,1524.5,76.1,"['Autazes', 'Careiro da Varzea', 'Maues', 'Rio Preto da Eva', 'Nova Olinda do Norte', 'Manaus', 'Silves', 'Itapiranga', 'Urucurituba', 'Boa Vista do Ramos']",True
-3.08591,-60.66479,Iranduba,2229,424.7,82.6,"['Novo Airao', 'Careiro', 'Careiro da Varzea', 'Manacapuru', 'Manaquiri', 'Manaus']",False
-7.14334,-71.42004,Ipixuna,12595,153.5,3.8,"['Eirunepe', 'Benjamin Constant', 'Atalaia do Norte', 'Guajara']",False
-7.51084,-62.5992,Humaita,33428,573.7,39.1,"['Canutama', 'Tapaua', 'Manicore']",True
-7.25158,-72.74345,Guajara,7984,340.3,10.4,"['Atalaia do Norte', 'Ipixuna']",False
-2.54594,-66.9133,Fonte Boa,12392,76.7,0.7,"['Jutai', 'Jurua', 'Tonantins', 'Japura', 'Maraa', 'Uarini']",False
-7.61678,-70.19515,Envira,7793,154.7,15.8,"['Pauini', 'Itamarati', 'Eirunepe']",False
-7.04074,-70.12601,Eirunepe,15608,323.1,35.9,"['Benjamin Constant', 'Ipixuna', 'Envira', 'Itamarati', 'Jutai', 'Pauini']",False
-3.12907,-63.20401,Codajas,18944,241.7,6.0,"['Anama', 'Anori', 'Coari', 'Maraa', 'Barcelos', 'Novo Airao', 'Caapiranga']",False
-4.03545,-63.53466,Coari,58828,727.0,15.9,"['Maraa', 'Codajas', 'Tefe', 'Tapaua', 'Anori', 'Barcelos']",True
-3.30477,-59.55597,Careiro da Varzea,2641,379.1,10.7,"['Iranduba', 'Careiro', 'Manaus', 'Itacoatiara', 'Autazes']",False
-3.749,-60.14701,Careiro,6127,1001.9,37.5,"['Iranduba', 'Manacapuru', 'Manaquiri', 'Borba', 'Autazes', 'Careiro da Varzea', 'Manaus']",True
-5.17242,-67.49476,Carauari,26469,268.1,9.9,"['Tefe', 'Alvaraes', 'Jurua', 'Jutai', 'Itamarati', 'Tapaua']",False
-7.45596,-63.90278,Canutama,30278,478.9,27.8,"['Labrea', 'Tapaua', 'Humaita']",True
-3.0546,-61.93934,Caapiranga,9550,212.2,9.1,"['Anama', 'Manacapuru', 'Novo Airao', 'Codajas']",False
-5.33176,-59.23777,Borba,44452,468.7,3.6,"['Maues', 'Nova Olinda do Norte', 'Autazes', 'Careiro', 'Manaquiri', 'Beruri', 'Manicore', 'Novo Aripuana', 'Apui']",True
-8.81858,-68.00168,Boca do Acre,22595,1264.7,54.9,"['Pauini', 'Labrea']",True
-3.15669,-57.90464,Boa Vista do Ramos,2588,190.5,7.7,"['Maues', 'Barreirinha', 'Urucurituba', 'Itacoatiara']",False
-4.54242,-61.73805,Beruri,17411,189.4,7.8,"['Manicore', 'Tapaua', 'Anori', 'Anama', 'Manacapuru', 'Manaquiri']",False
-5.49767,-70.32124,Benjamin Constant,9146,176.8,0.9,"['Atalaia do Norte', 'Ipixuna', 'Eirunepe', 'Jutai', 'Sao Paulo de Olivenca', 'Tabatinga']",False
-3.13292,-57.23915,Barreirinha,5760,717.5,18.3,"['Maues', 'Boa Vista do Ramos', 'Urucurituba', 'Parintins']",True
-0.14071,-63.18572,Barcelos,124163,178.1,32.0,"['Santa Isabel do Rio Negro', 'Novo Airao', 'Maraa', 'Codajas', 'Coari']",False
-3.83163,-59.45109,Autazes,7636,1009.6,29.0,"['Manaus', 'Careiro', 'Careiro da Varzea', 'Borba', 'Itacoatiara', 'Nova Olinda do Norte']",True
-5.67098,-71.72825,Atalaia do Norte,80005,197.8,1.7,"['Benjamin Constant', 'Guajara', 'Ipixuna']",False
-7.59202,-59.44152,Apui,54490,1013.0,57.2,"['Novo Aripuana', 'Borba', 'Maues']",True
-4.15477,-62.08065,Anori,5852,70.7,1.2,"['Beruri', 'Tapaua', 'Coari', 'Codajas', 'Anama']",False
-3.47332,-61.6709,Anama,2473,188.2,11.3,"['Manacapuru', 'Beruri', 'Anori', 'Codajas', 'Caapiranga']",False
-3.42104,-68.34925,Amatura,4903,108.3,3.0,"['Sao Paulo de Olivenca', 'Jutai', 'Santo Antonio do Ica']",False
-3.67425,-65.34586,Alvaraes,6027,263.2,4.9,"['Tefe', 'Carauari', 'Jurua', 'Uarini']",False
