Lat,Long,Municipio,AreaKm2,Desmatado2007,Incremento20062007,Fronteiras,MaiorQueAMédia
-7.61678,-70.19515,Envira,7793,229.7,9.7,"['Pauini', 'Itamarati', 'Eirunepe']",False
-7.04074,-70.12601,Eirunepe,15608,361.0,1.2,"['Benjamin Constant', 'Ipixuna', 'Envira', 'Itamarati', 'Jutai', 'Pauini']",False
-3.12907,-63.20401,Codajas,18944,257.6,2.4,"['Anama', 'Anori', 'Coari', 'Maraa', 'Barcelos', 'Novo Airao', 'Caapiranga']",False
-4.03545,-63.53466,Coari,58828,756.6,3.4,"['Maraa', 'Codajas', 'Tefe', 'Tapaua', 'Anori', 'Barcelos']",True
-3.30477,-59.55597,Careiro da Varzea,2641,475.1,9.4,"['Iranduba', 'Careiro', 'Manaus', 'Itacoatiara', 'Autazes']",False
-3.749,-60.14701,Careiro,6127,1087.2,2.5,"['Iranduba', 'Manacapuru', 'Manaquiri', 'Borba', 'Autazes', 'Careiro da Varzea', 'Manaus']",True
-5.17242,-67.49476,Carauari,26469,287.1,1.5,"['Tefe', 'Alvaraes', 'Jurua', 'Jutai', 'Itamarati', 'Tapaua']",False
-7.45596,-63.90278,Canutama,30278,848.1,42.2,"['Labrea', 'Tapaua', 'Humaita']",True
-3.0546,-61.93934,Caapiranga,9550,232.1,1.2,"['Anama', 'Manacapuru', 'Novo Airao', 'Codajas']",False
-5.33176,-59.23777,Borba,44452,503.5,1.1,"['Maues', 'Nova Olinda do Norte', 'Autazes', 'Careiro', 'Manaquiri', 'Beruri', 'Manicore', 'Novo Aripuana', 'Apui']",False
-8.81858,-68.00168,Boca do Acre,22595,1939.3,34.1,"['Pauini', 'Labrea']",True
-3.15669,-57.90464,Boa Vista do Ramos,2588,200.4,1.3,"['Maues', 'Barreirinha', 'Urucurituba', 'Itacoatiara']",False
-4.54242,-61.73805,Beruri,17411,201.1,0.5,"['Manicore', 'Tapaua', 'Anori', 'Anama', 'Manacapuru', 'Manaquiri']",False
-5.49767,-70.32124,Benjamin Constant,9146,185.5,2.6,"['Atalaia do Norte', 'Ipixuna', 'Eirunepe', 'Jutai', 'Sao Paulo de Olivenca', 'Tabatinga']",False
-3.13292,-57.23915,Barreirinha,5760,754.1,4.6,"['Maues', 'Boa Vista do Ramos', 'Urucurituba', 'Parintins']",True
-0.14071,-63.18572,Barcelos,124163,195.5,1.2,"['Santa Isabel do Rio Negro', 'Novo Airao', 'Maraa', 'Codajas', 'Coari']",False
-3.83163,-59.45109,Autazes,7636,1162.7,18.0,"['Manaus', 'Careiro', 'Careiro da Varzea', 'Borba', 'Itacoatiara', 'Nova Olinda do Norte']",True
-5.67098,-71.72825,Atalaia do Norte,80005,232.1,1.5,"['Benjamin Constant', 'Guajara', 'Ipixuna']",False
-7.59202,-59.44152,Apui,54490,1550.3,94.0,"['Novo Aripuana', 'Borba', 'Maues']",True
-4.15477,-62.08065,Anori,5852,77.7,0.0,"['Beruri', 'Tapaua', 'Coari', 'Codajas', 'Anama']",False
-3.47332,-61.6709,Anama,2473,192.8,0.5,"['Manacapuru', 'Beruri', 'Anori', 'Codajas', 'Caapiranga']",False
-3.42104,-68.34925,Amatura,4903,110.5,0.1,"['Sao Paulo de Olivenca', 'Jutai', 'Santo Antonio do Ica']",False
-3.67425,-65.34586,Alvaraes,6027,300.4,2.1,"['Tefe', 'Carauari', 'Jurua', 'Uarini']",False
